,token,tag,tag_STTS,lemma_gold,baseline
746,wie,_,KOUS,wie,wie
747,ich,_,PPER,ich,ich
748,mich,_,PRF,ich,mich
749,für,_,APPR,für,für
750,so,_,ADV,so,so
751,viel,_,PIAT,viel,viel
752,Bosheit,_,NN,Bosheit,Bosheit
753,bestrafen,_,VVINF,bestrafen,bestrafen
754,kann,_,VMFIN,können,kann
755,.,_,$.,.,.
756,Du,_,PPER,du,Du
757,liebtest,_,VVFIN,lieben,liebtest
758,Bakchis,_,NE,Bakchis,Bakchis
759,",",_,"$,",",",","
760,und,_,KON,und,und
761,du,_,PPER,du,du
762,hattest,_,VAFIN,haben,hattest
763,recht,_,NN,Recht,recht
764,",",_,"$,",",",","
765,denn,_,KON,denn,denn
766,sie,_,PPER,sie,sie
767,ist,_,VAFIN,sein,ist
768,besser,_,ADJD,gut,besser
769,als,_,KOKOM,als,als
770,ich,_,PPER,ich,ich
771,.,_,$.,.,.
772,Was,_,PWS,was,Was
773,sie,_,PPER,sie,sie
774,getan,_,VVPP,tun,getan
775,hat,_,VAFIN,haben,hat
776,",",_,"$,",",",","
777,das,_,PDS,der,das
778,wäre,_,VAFIN,sein,wäre
779,ich,_,PPER,ich,ich
780,niemals,_,ADV,niemals,niemals
781,imstande,_,ADV,imstande,imstande
782,gewesen,_,VAPP,sein,gewesen
783,.,_,$.,.,.
784,Sie,_,PPER,sie,Sie
785,ist,_,VAFIN,sein,ist
786,eine,_,ART,ein,eine
787,große,_,ADJA,groß,große
788,Seele,_,NN,Seele,Seele
789,",",_,"$,",",",","
790,eine,_,ART,ein,eine
791,edle,_,ADJA,edel,edle
792,Seele,_,NN,Seele,Seele
793,in,_,APPR,in,in
794,einem,_,ART,ein,einem
795,schönen,_,ADJA,schön,schönen
796,Körper,_,NN,Körper,Körper
797,!,_,$.,!,!
798,Und,_,KON,und,Und
799,eine,_,ART,ein,eine
800,leichte,_,ADJA,leicht,leichte
801,Röte,_,NN,Röte,Röte
802,",",_,"$,",",",","
803,die,_,ART,der,die
804,letzte,_,ADJA,letzter,letzte
805,Spur,_,NN,Spur,Spur
806,der,_,ART,der,der
807,erlöschenden,_,ADJA,erlöschend,erlöschenden
808,Eifersucht,_,NN,Eifersucht,Eifersucht
809,",",_,"$,",",",","
810,überzog,_,VVFIN,überziehen,überzog
811,Plangos,_,NE,Plango,Plangos
812,Antlitz,_,NN,Antlitz,Antlitz
813,.,_,$.,.,.
814,Sie,_,PPER,Sie,Sie
815,hab,_,VAFIN,haben,hab
816,ich,_,PPER,ich,ich
817,oft,_,ADJD,oft,oft
818,gehört,_,VVPP,hören,gehört
819,.,_,$.,.,.
820,Sie,_,PPER,Sie,Sie
821,kommen,_,VVFIN,kommen,kommen
822,ja,_,ADV,ja,ja
823,so,_,ADV,so,so
824,lange,_,ADJD,lang,lange
825,schon,_,ADV,schon,schon
826,fast,_,ADV,fast,fast
827,alljährlich,_,ADV,alljährlich,alljährlich
828,nach,_,APPR,nach,nach
829,Wien,_,NE,Wien,Wien
830,.,_,$.,.,.
831,Ich,_,PPER,ich,Ich
832,kenne,_,VVFIN,kennen,kenne
833,alle,_,PIAT,aller,alle
834,Ihre,_,PPOSAT,Ihr,Ihre
835,großen,_,ADJA,groß,großen
836,Rollen,_,NN,Rolle,Rollen
837,",",_,"$,",",",","
838,war,_,VAFIN,sein,war
839,in,_,APPR,in,in
840,den,_,ART,der,den
841,meisten,_,PIS,meiste,meisten
842,Ihrer,_,PPOSAT,Ihr,Ihrer
843,Konzerte,_,NN,Konzert,Konzerte
844,",",_,"$,",",",","
845,sagte,_,VVFIN,sagen,sagte
846,wie,_,KOKOM,wie,wie
847,die,_,ART,der,die
848,andern,_,PIS,anderer,andern
849,auch,_,ADV,auch,auch
850,:,_,$.,:,:
851,»,_,$(,»,»
852,eine,_,ART,ein,eine
853,geniale,_,ADJA,genial,geniale
854,Künstlerin,_,NN,Künstler,Künstlerin
855,«,_,$(,«,«
856,.,_,$.,.,.
857,Aber,_,KON,aber,Aber
858,dann,_,ADV,dann,dann
859,kommt,_,VVFIN,kommen,kommt
860,einmal,_,ADV,einmal,einmal
861,ein,_,ART,ein,ein
862,Tag,_,NN,Tag,Tag
863,",",_,"$,",",",","
864,wo,_,PWAV,wo,wo
865,die,_,ART,der,die
866,Seele,_,NN,Seele,Seele
867,offener,_,ADJD,offen,offener
868,",",_,"$,",",",","
869,wärmer,_,ADJD,warm,wärmer
870,",",_,"$,",",",","
871,empfindsamer,_,ADJD,empfindsam,empfindsamer
872,zu,_,PTKZU,zu,zu
873,sein,_,VAINF,sein,sein
874,scheint,_,VVFIN,scheinen,scheint
875,als,_,KOKOM,als,als
876,sonst,_,ADV,sonst,sonst
877,",",_,"$,",",",","
878,wo,_,PWAV,wo,wo
879,man,_,PIS,man,man
880,längst,_,ADV,längst,längst
881,bekannte,_,ADJA,bekannt,bekannte
882,Dinge,_,NN,Ding,Dinge
883,anders,_,ADV,anders,anders
884,sieht,_,VVFIN,sehen,sieht
885,und,_,KON,und,und
886,plötzlich,_,ADV,plötzlich,plötzlich
887,weiß,_,VVFIN,wissen,weiß
888,:,_,$.,:,:
889,diesem,_,PDAT,dieser,diesem
890,Menschen,_,NN,Mensch,Menschen
891,könnte,_,VMFIN,können,könnte
892,ich,_,PPER,ich,ich
893,Dinge,_,NN,Ding,Dinge
894,sagen,_,VVINF,sagen,sagen
895,",",_,"$,",",",","
896,die,_,PRELS,der,die
897,nie,_,ADV,nie,nie
898,",",_,"$,",",",","
899,nie,_,ADV,nie,nie
900,einer,_,PIS,einer,einer
901,früher,_,ADV,früher,früher
902,von,_,APPR,von,von
903,mir,_,PPER,ich,mir
904,gehört,_,VVPP,hören,gehört
905,hat,_,VAFIN,haben,hat
906,.,_,$.,.,.
907,Auf,_,APPR,auf,Auf
908,solch,_,PIAT,solch,solch
909,einen,_,ART,ein,einen
910,Menschen,_,NN,Mensch,Menschen
911,hab,_,VAFIN,haben,hab
912,ich,_,PPER,ich,ich
913,mein,_,PPOSAT,mein,mein
914,Lebelang,_,NN,Lebelang,Lebelang
915,gewartet,_,VVPP,warten,gewartet
916,",",_,"$,",",",","
917,und,_,KON,und,und
918,es,_,PPER,es,es
919,ist,_,VAFIN,sein,ist
920,ein,_,ART,ein,ein
921,unbeschreibliches,_,ADJA,unbeschreiblich,unbeschreibliches
922,Glück,_,NN,Glück,Glück
923,",",_,"$,",",",","
924,daß,_,KOUS,dass,daß
925,ich,_,PPER,ich,ich
926,nicht,_,PTKNEG,nicht,nicht
927,umsonst,_,ADV,umsonst,umsonst
928,gewartet,_,VVPP,warten,gewartet
929,habe,_,VAFIN,haben,habe
930,.,_,$.,.,.
931,Der,_,ART,der,Der
932,Politiker,_,NN,Politiker,Politiker
933,blieb,_,VVFIN,bleiben,blieb
934,zerstreut,_,ADJD,zerstreut,zerstreut
935,stehen,_,VVINF,stehen,stehen
936,.,_,$.,.,.
937,Er,_,PPER,er,Er
938,suchte,_,VVFIN,suchen,suchte
939,in,_,APPR,in,in
940,seinen,_,PPOSAT,sein,seinen
941,Taschen,_,NN,Tasche,Taschen
942,nach,_,APPR,nach,nach
943,etwas,_,PIAT,etwas,etwas
944,Kleingeld,_,NN,Kleingeld,Kleingeld
945,",",_,"$,",",",","
946,aber,_,KON,aber,aber
947,da,_,ADV,da,da
948,trat,_,VVFIN,treten,trat
949,ihm,_,PPER,er,ihm
950,Lehgarbe,_,NE,Lehgarbe,Lehgarbe
951,schon,_,ADV,schon,schon
952,eilig,_,ADJD,eilig,eilig
953,entgegen,_,APPO,entgegen,entgegen
954,.,_,$.,.,.
955,Sie,_,PPER,sie,Sie
956,sah,_,VVFIN,sehen,sah
957,ihn,_,PPER,er,ihn
958,so,_,ADV,so,so
959,verzückt,_,ADJD,verzückt,verzückt
960,an,_,PTKVZ,an,an
961,",",_,"$,",",",","
962,daß,_,KOUS,dass,daß
963,er,_,PPER,er,er
964,den,_,ART,der,den
965,Satz,_,NN,Satz,Satz
966,nicht,_,PTKNEG,nicht,nicht
967,beendete,_,VVFIN,beenden,beendete
968,",",_,"$,",",",","
969,sondern,_,KON,sondern,sondern
970,ihr,_,PPER,sie,ihr
971,die,_,ART,der,die
972,Hand,_,NN,Hand,Hand
973,küßte,_,VVFIN,küssen,küßte
974,.,_,$.,.,.
975,Ich,_,PPER,ich,Ich
976,habe,_,VAFIN,haben,habe
977,",",_,"$,",",",","
978,Herr,_,NN,Herr,Herr
979,Pfarrer,_,NN,Pfarrer,Pfarrer
980,«,_,$(,«,«
981,",",_,"$,",",",","
982,so,_,ADV,so,so
983,nahm,_,VVFIN,nehmen,nahm
984,sie,_,PPER,sie,sie
985,nach,_,APPR,nach,nach
986,einer,_,ART,ein,einer
987,gegenseitigen,_,ADJA,gegenseitig,gegenseitigen
988,Stille,_,NN,Stille,Stille
989,ihre,_,PPOSAT,ihr,ihre
990,Mitteilung,_,NN,Mitteilung,Mitteilung
991,wieder,_,ADV,wieder,wieder
992,auf,_,PTKVZ,auf,auf
993,",",_,"$,",",",","
994,»,_,$(,»,»
995,ich,_,PPER,ich,ich
996,habe,_,VAFIN,haben,habe
997,eine,_,ART,ein,eine
998,lange,_,ADJA,lang,lange
999,Weile,_,NN,Weile,Weile
1000,nur,_,ADV,nur,nur
1001,von,_,APPR,von,von
1002,mir,_,PRF,ich,mir
1003,verhandelt,_,VVPP,verhandeln,verhandelt
1004,",",_,"$,",",",","
1005,und,_,KON,und,und
1006,es,_,PPER,es,es
1007,ist,_,VAFIN,sein,ist
1008,doch,_,ADV,doch,doch
1009,eines,_,ART,ein,eines
1010,andern,_,PIS,anderer,andern
1011,Schicksal,_,NN,Schicksal,Schicksal
1012,",",_,"$,",",",","
1013,das,_,PRELS,der,das
1014,Sie,_,PPER,Sie,Sie
1015,zu,_,PTKZU,zu,zu
1016,wissen,_,VVINF,wissen,wissen
1017,begehren,_,VVFIN,begehren,begehren
1018,.,_,$.,.,.
1019,Die,_,ART,der,Die
1020,Wahrheit,_,NN,Wahrheit,Wahrheit
1021,ist,_,VAFIN,sein,ist
1022,",",_,"$,",",",","
1023,daß,_,KOUS,dass,daß
1024,ich,_,PPER,ich,ich
1025,den,_,ART,der,den
1026,Simon,_,NE,Simon,Simon
1027,während,_,APPR,während,während
1028,seiner,_,PPOSAT,sein,seiner
1029,Soldatenzeit,_,NN,Soldatenzeit,Soldatenzeit
1030,nur,_,ADV,nur,nur
1031,selten,_,ADJD,selten,selten
1032,und,_,KON,und,und
1033,im,_,APPRART,in,im
1034,Fluge,_,NN,Flug,Fluge
1035,gesehen,_,VVPP,sehen,gesehen
1036,",",_,"$,",",",","
1037,da,_,KOUS,da,da
1038,bald,_,ADV,bald,bald
1039,nach,_,APPR,nach,nach
1040,seinem,_,PPOSAT,sein,seinem
1041,Eintritte,_,NN,Eintritt,Eintritte
1042,das,_,ART,der,das
1043,Regiment,_,NN,Regiment,Regiment
1044,in,_,APPR,in,in
1045,einer,_,ART,ein,einer
1046,entlegeneren,_,ADJA,entlegen,entlegeneren
1047,Gegend,_,NN,Gegend,Gegend
1048,Quartier,_,NN,Quartier,Quartier
1049,bezog,_,VVFIN,beziehen,bezog
1050,",",_,"$,",",",","
1051,und,_,KON,und,und
1052,daß,_,KOUS,dass,daß
1053,es,_,PPER,es,es
1054,mir,_,PPER,ich,mir
1055,lieb,_,ADJD,lieb,lieb
1056,war,_,VAFIN,sein,war
1057,",",_,"$,",",",","
1058,meine,_,PPOSAT,mein,meine
1059,Anfechtungen,_,NN,Anfechtung,Anfechtungen
1060,ohne,_,APPR,ohne,ohne
1061,seine,_,PPOSAT,sein,seine
1062,Zeugenschaft,_,NN,Zeugenschaft,Zeugenschaft
1063,durchzustreiten,_,VVIZU,durchstreiten,durchzustreiten
1064,.,_,$.,.,.
1065,Allezeit,_,ADV,allezeit,Allezeit
1066,aber,_,ADV,aber,aber
1067,hat,_,VAFIN,haben,hat
1068,er,_,PPER,er,er
1069,im,_,APPRART,in,im
1070,Hintergrunde,_,NN,Hintergrund,Hintergrunde
1071,meiner,_,PPOSAT,mein,meiner
1072,Gedanken,_,NN,Gedanke,Gedanken
1073,gestanden,_,VVPP,stehen,gestanden
1074,.,_,$.,.,.
1075,Ich,_,PPER,ich,Ich
1076,sputete,_,VVFIN,sputen,sputete
1077,mich,_,PRF,ich,mich
1078,darum,_,PAV,darum,darum
1079,Nacht,_,NN,Nacht,Nacht
1080,wie,_,KOKOM,wie,wie
1081,Tag,_,NN,Tag,Tag
1082,",",_,"$,",",",","
1083,um,_,KOUI,um,um
1084,alles,_,PIS,alle,alles
1085,rein,_,ADJD,rein,rein
1086,und,_,KON,und,und
1087,ehrbar,_,ADJD,ehrbar,ehrbar
1088,hergestellt,_,VVPP,herstellen,hergestellt
1089,zu,_,PTKZU,zu,zu
1090,sehn,_,VVINF,sehen,sehn
1091,",",_,"$,",",",","
1092,wenn,_,KOUS,wenn,wenn
1093,er,_,PPER,er,er
1094,als,_,KOKOM,als,als
1095,Herr,_,NN,Herr,Herr
1096,einziehen,_,VVINF,einziehen,einziehen
1097,werde,_,VAFIN,werden,werde
1098,in,_,APPR,in,in
1099,meiner,_,PPOSAT,mein,meiner
1100,Väter,_,NN,Vater,Väter
1101,Hof,_,NN,Hof,Hof
1102,",",_,"$,",",",","
1103,hatte,_,VAFIN,haben,hatte
1104,auch,_,ADV,auch,auch
1105,niemals,_,ADV,niemals,niemals
1106,einen,_,ART,ein,einen
1107,Arg,_,NN,Arg,Arg
1108,",",_,"$,",",",","
1109,daß,_,KOUS,dass,daß
1110,er,_,PPER,er,er
1111,seinen,_,PPOSAT,sein,seinen
1112,Leib,_,NN,Leib,Leib
1113,anders,_,ADV,anders,anders
1114,als,_,KOKOM,als,als
1115,rein,_,ADJD,rein,rein
1116,und,_,KON,und,und
1117,ehrbar,_,ADJD,ehrbar,ehrbar
1118,erhalten,_,VVPP,erhalten,erhalten
1119,haben,_,VAINF,haben,haben
1120,werde,_,VAFIN,werden,werde
1121,nach,_,APPR,nach,nach
1122,seinem,_,PPOSAT,sein,seinem
1123,Schwur,_,NN,Schwur,Schwur
1124,.,_,$.,.,.
1125,Es,_,PPER,es,Es
1126,war,_,VAFIN,sein,war
1127,eine,_,ART,ein,eine
1128,Zeit,_,NN,Zeit,Zeit
1129,der,_,ART,der,der
1130,Probe,_,NN,Probe,Probe
1131,für,_,APPR,für,für
1132,ihn,_,PPER,er,ihn
1133,wie,_,KOKOM,wie,wie
1134,für,_,APPR,für,für
1135,mich,_,PPER,ich,mich
1136,;,_,$.,;,;
1137,vielleicht,_,ADV,vielleicht,vielleicht
1138,aber,_,ADV,aber,aber
1139,",",_,"$,",",",","
1140,daß,_,KOUS,dass,daß
1141,sie,_,PPER,sie,sie
1142,nicht,_,PTKNEG,nicht,nicht
1143,ein,_,ART,ein,ein
1144,so,_,ADV,so,so
1145,grausames,_,ADJA,grausam,grausames
1146,Ende,_,NN,Ende,Ende
1147,genommen,_,VVPP,nehmen,genommen
1148,",",_,"$,",",",","
1149,wenn,_,KOUS,wenn,wenn
1150,ich,_,PPER,ich,ich
1151,schon,_,ADV,schon,schon
1152,damals,_,ADV,damals,damals
1153,wie,_,KOKOM,wie,wie
1154,später,_,ADV,später,später
1155,eingesehen,_,VVPP,einsehen,eingesehen
1156,",",_,"$,",",",","
1157,daß,_,KOUS,dass,daß
1158,seine,_,PPOSAT,sein,seine
1159,Aufgabe,_,NN,Aufgabe,Aufgabe
1160,die,_,ART,der,die
1161,schwerere,_,NN,Schwerere,schwerere
1162,war,_,VAFIN,sein,war
1163,.,_,$.,.,.
1164,Ich,_,PPER,ich,Ich
1165,stritt,_,VVFIN,streiten,stritt
1166,wider,_,APPR,wider,wider
1167,die,_,ART,der,die
1168,Unart,_,NN,Unart,Unart
1169,der,_,ART,der,der
1170,andern,_,PIS,anderer,andern
1171,und,_,KON,und,und
1172,schaffte,_,VVFIN,schaffen,schaffte
1173,für,_,APPR,für,für
1174,mich,_,PPER,ich,mich
1175,selbst,_,ADV,selbst,selbst
1176,nach,_,APPR,nach,nach
1177,eigner,_,ADJA,eigen,eigner
1178,Art,_,NN,Art,Art
1179,.,_,$.,.,.
1180,Er,_,PPER,er,Er
1181,hatte,_,VAFIN,haben,hatte
1182,andern,_,PIS,anderer,andern
1183,stillzuhalten,_,VVIZU,stillhalten,stillzuhalten
1184,gegen,_,APPR,gegen,gegen
1185,seine,_,PPOSAT,sein,seine
1186,Art,_,NN,Art,Art
1187,und,_,KON,und,und
1188,zu,_,PTKZU,zu,zu
1189,streiten,_,VVINF,streiten,streiten
1190,wider,_,APPR,wider,wider
1191,eigene,_,ADJA,eigen,eigene
1192,Unart,_,NN,Unart,Unart
1193,.,_,$.,.,.
1194,Ich,_,PPER,ich,Ich
1195,konnte,_,VMFIN,können,konnte
1196,mich,_,PRF,ich,mich
1197,behaupten,_,VVINF,behaupten,behaupten
1198,",",_,"$,",",",","
1199,denn,_,KON,denn,denn
1200,ich,_,PPER,ich,ich
1201,war,_,VAFIN,sein,war
1202,richtig,_,ADJD,richtig,richtig
1203,gestellt,_,VVPP,stellen,gestellt
1204,",",_,"$,",",",","
1205,aber,_,KON,aber,aber
1206,mein,_,PPOSAT,mein,mein
1207,harter,_,ADJA,hart,harter
1208,Sinn,_,NN,Sinn,Sinn
1209,am,_,PTKA,am,am
1210,wenigsten,_,ADJD,wenig,wenigsten
1211,würde,_,VAFIN,werden,würde
1212,eine,_,ART,ein,eine
1213,Probe,_,NN,Probe,Probe
1214,wie,_,KOKOM,wie,wie
1215,die,_,ART,der,die
1216,seine,_,PPOSS,seiner,seine
1217,bestanden,_,VVPP,bestehen,bestanden
1218,haben,_,VAINF,haben,haben
1219,.,_,$.,.,.
1220,–,_,$(,-,–
1221,Und,_,KON,und,Und
1222,weil,_,KOUS,weil,weil
1223,ich,_,PPER,ich,ich
1224,denn,_,ADV,denn,denn
1225,nicht,_,PTKNEG,nicht,nicht
1226,aus,_,APPR,aus,aus
1227,Erfahrung,_,NN,Erfahrung,Erfahrung
1228,ein,_,ART,ein,ein
1229,Urteil,_,NN,Urteil,Urteil
1230,über,_,APPR,über,über
1231,seine,_,PPOSAT,sein,seine
1232,Verfassung,_,NN,Verfassung,Verfassung
1233,in,_,APPR,in,in
1234,jenen,_,PDAT,jener,jenen
1235,Jahren,_,NN,Jahr,Jahren
1236,abgeben,_,VVINF,abgeben,abgeben
1237,",",_,"$,",",",","
1238,nicht,_,PTKNEG,nicht,nicht
1239,beweisen,_,VVINF,beweisen,beweisen
1240,kann,_,VMFIN,können,kann
1241,",",_,"$,",",",","
1242,ob,_,KOUS,ob,ob
1243,das,_,ART,der,das
1244,Laster,_,NN,Laster,Laster
1245,des,_,ART,der,des
1246,Trunks,_,NN,Trunk,Trunks
1247,zu,_,APPR,zu,zu
1248,einer,_,ART,ein,einer
1249,ständigen,_,ADJA,ständig,ständigen
1250,Gewöhnung,_,NN,Gewöhnung,Gewöhnung
1251,in,_,APPR,in,in
1252,ihm,_,PPER,er,ihm
1253,ausgeartet,_,VVPP,ausarten,ausgeartet
1254,oder,_,KON,oder,oder
1255,nur,_,ADV,nur,nur
1256,in,_,APPR,in,in
1257,gelegentlichem,_,ADJA,gelegentlich,gelegentlichem
1258,Ausbruche,_,NN,Ausbruch,Ausbruche
1259,mir,_,PPER,ich,mir
1260,vor,_,APPR,vor,vor
1261,Augen,_,NN,Auge,Augen
1262,getreten,_,VVPP,treten,getreten
1263,ist,_,VAFIN,sein,ist
1264,",",_,"$,",",",","
1265,–,_,$(,-,–
1266,wiewohl,_,KOUS,wiewohl,wiewohl
1267,ich,_,PPER,ich,ich
1268,das,_,ART,der,das
1269,letztere,_,PIS,letzterer,letztere
1270,glaube,_,VVFIN,glauben,glaube
1271,",",_,"$,",",",","
1272,Herr,_,NN,Herr,Herr
1273,Pfarrer,_,NN,Pfarrer,Pfarrer
1274,",",_,"$,",",",","
1275,–,_,$(,-,–
1276,so,_,ADV,so,so
1277,will,_,VMFIN,wollen,will
1278,ich,_,PPER,ich,ich
1279,mich,_,PRF,ich,mich
1280,nun,_,ADV,nun,nun
1281,nicht,_,PTKNEG,nicht,nicht
1282,länger,_,ADJD,lang,länger
1283,sträuben,_,VVINF,sträuben,sträuben
1284,",",_,"$,",",",","
1285,Ihnen,_,PPER,Sie,Ihnen
1286,die,_,ART,der,die
1287,Begegnung,_,NN,Begegnung,Begegnung
1288,vorzuführen,_,VVIZU,vorführen,vorzuführen
1289,",",_,"$,",",",","
1290,die,_,PRELS,der,die
1291,mich,_,PPER,ich,mich
1292,und,_,KON,und,und
1293,ihn,_,PPER,er,ihn
1294,auseinander,_,ADV,auseinander,auseinander
1295,gebracht,_,VVPP,bringen,gebracht
1296,und,_,KON,und,und
1297,von,_,APPR,von,von
1298,welcher,_,PWS,welcher,welcher
1299,ich,_,PPER,ich,ich
1300,nimmer,_,ADV,nimmer,nimmer
1301,geglaubt,_,VVPP,glauben,geglaubt
1302,",",_,"$,",",",","
1303,daß,_,KOUS,dass,daß
1304,meine,_,PPOSAT,mein,meine
1305,Lippen,_,NN,Lippe,Lippen
1306,sie,_,PPER,sie,sie
1307,gegen,_,APPR,gegen,gegen
1308,eines,_,ART,ein,eines
1309,Menschen,_,NN,Mensch,Menschen
1310,Ohr,_,NN,Ohr,Ohr
1311,berühren,_,VVINF,berühren,berühren
1312,würden,_,VAFIN,werden,würden
1313,.,_,$.,.,.
