,token,tag,tag_STTS,lemma_gold,baseline
731,Du,PRON,PPER,du,Du
732,machst,VERB,VVFIN,machen,machst
733,einen,DET,ART,ein,einen
734,Kreis,NOUN,NN,Kreis,Kreis
735,um,ADP,APPR,um,um
736,diesen,DET,PDAT,dies,diesen
737,Chirurg,NOUN,NN,Chirurg,Chirurg
738,.,PUNCT,$.,.,.
739,_,UNK,--,--,_
740,Ich,PRON,PPER,ich,Ich
741,mache,VERB,VVFIN,machen,mache
742,wirklich,ADJ,ADJD,wirklich,wirklich
743,einen,DET,ART,ein,einen
744,Kreis,NOUN,NN,Kreis,Kreis
745,so,ADV,ADV,so,so
746,vom,ADP,APPRART,vom,vom
747,von,ADP,APPR,von,von
748,dem,DET,ART,d,dem
749,Arzt,NOUN,NN,Arzt,Arzt
750,.,PUNCT,$.,.,.
751,_,UNK,--,--,_
752,Ja,PART,PTKANT,ja,Ja
753,.,PUNCT,$.,.,.
754,_,UNK,--,--,_
755,Schon,ADV,ADV,schon,Schon
756,.,PUNCT,$.,.,.
757,_,UNK,--,--,_
758,Du,PRON,PPER,du,Du
759,machst,VERB,VVFIN,machen,machst
760,einen,DET,ART,ein,einen
761,größeren,ADJ,ADJA,groß,größeren
762,.,PUNCT,$.,.,.
763,_,UNK,--,--,_
764,Also,ADV,ADV,also,Also
765,.,PUNCT,$.,.,.
766,_,UNK,--,--,_
767,Du,PRON,PPER,du,Du
768,ziehst,VERB,VVFIN,ziehen,ziehst
769,die,DET,ART,d,die
770,Linie,NOUN,NN,Linie,Linie
771,einfach,ADV,ADV,einfach,einfach
772,weiter,PART,PTKVZ,weiter,weiter
773,",",PUNCT,"$,",",",","
774,die,PRON,PRELS,d,die
775,du,PRON,PPER,du,du
776,gerade,ADV,ADV,gerade,gerade
777,geführt,VERB,VVPP,führen,geführt
778,hast,AUX,VAFIN,haben,hast
779,.,PUNCT,$.,.,.
780,_,UNK,--,--,_
781,Also,ADV,ADV,also,Also
782,ziehst,VERB,VVFIN,ziehen,ziehst
783,du,PRON,PPER,du,du
784,sie,PRON,PPER,sie,sie
785,so,ADV,ADV,so,so
786,",",PUNCT,"$,",",",","
787,dass,SCONJ,KOUS,dass,dass
788,du,PRON,PPER,du,du
789,erstmal,ADV,ADV,erstmal,erstmal
790,nach,ADP,APPR,nach,nach
791,links,ADV,ADV,links,links
792,gehst,VERB,VVFIN,gehen,gehst
793,.,PUNCT,$.,.,.
794,_,UNK,--,--,_
795,Und,CONJ,KON,und,Und
796,dann,ADV,ADV,dann,dann
797,gehst,VERB,VVFIN,gehen,gehst
798,du,PRON,PPER,du,du
799,herum,PART,PTKVZ,herum,herum
800,.,PUNCT,$.,.,.
801,_,UNK,--,--,_
802,Und,CONJ,KON,und,Und
803,dann,ADV,ADV,dann,dann
804,.,PUNCT,$.,.,.
805,_,UNK,--,--,_
806,So,ADV,ADV,so,So
807,.,PUNCT,$.,.,.
808,_,UNK,--,--,_
809,Du,PRON,PPER,du,Du
810,gehst,VERB,VVFIN,gehen,gehst
811,links,ADV,ADV,links,links
812,.,PUNCT,$.,.,.
813,_,UNK,--,--,_
814,Und,CONJ,KON,und,Und
815,du,PRON,PPER,du,du
816,gehst,VERB,VVFIN,gehen,gehst
817,also,ADV,ADV,also,also
818,quasi,ADV,ADV,quasi,quasi
819,gegen,ADP,APPR,gegen,gegen
820,den,DET,ART,d,den
821,Uhrzeigersinn,NOUN,NN,Uhrzeigersinn,Uhrzeigersinn
822,um,ADP,APPR,um,um
823,den,DET,ART,d,den
824,.,PUNCT,$.,.,.
825,_,UNK,--,--,_
826,Genau,ADV,ADV,genau,Genau
827,.,PUNCT,$.,.,.
828,_,UNK,--,--,_
829,Okay,ADV,ADV,okay,Okay
830,.,PUNCT,$.,.,.
831,_,UNK,--,--,_
832,Du,PRON,PPER,du,Du
833,machst,VERB,VVFIN,machen,machst
834,die,DET,ART,d,die
835,Linie,NOUN,NN,Linie,Linie
836,weiter,PART,PTKVZ,weiter,weiter
837,.,PUNCT,$.,.,.
838,_,UNK,--,--,_
839,Echt,ADJ,ADJD,echt,Echt
840,?,PUNCT,$.,?,?
841,_,UNK,--,--,_
842,Ich,PRON,PPER,ich,Ich
843,mache,VERB,VVFIN,machen,mache
844,so,ADV,ADV,so,so
845,einen,DET,ART,ein,einen
846,Kreis,NOUN,NN,Kreis,Kreis
847,.,PUNCT,$.,.,.
848,_,UNK,--,--,_
849,Ja,PART,PTKANT,ja,Ja
850,.,PUNCT,$.,.,.
851,_,UNK,--,--,_
852,Du,PRON,PPER,du,Du
853,machst,VERB,VVFIN,machen,machst
854,einen,DET,ART,ein,einen
855,Kreis,NOUN,NN,Kreis,Kreis
856,.,PUNCT,$.,.,.
857,_,UNK,--,--,_
858,Scheiße,NOUN,NN,Scheiße,Scheiße
859,.,PUNCT,$.,.,.
860,_,UNK,--,--,_
861,Das,PRON,PDS,d,Das
862,ist,AUX,VAFIN,sein,ist
863,ja,ADV,ADV,ja,ja
864,richtig,ADJ,ADJD,richtig,richtig
865,komplex,ADJ,ADJD,komplex,komplex
866,.,PUNCT,$.,.,.
867,_,UNK,--,--,_
868,Und,CONJ,KON,und,Und
869,du,PRON,PPER,du,du
870,bleibst,VERB,VVFIN,bleiben,bleibst
871,an,ADP,APPR,an,an
872,dem,DET,ART,d,dem
873,Punkt,NOUN,NN,Punkt,Punkt
874,.,PUNCT,$.,.,.
875,_,UNK,--,--,_
876,Wo,ADV,PWAV,wo,Wo
877,sich,PRON,PRF,sich,sich
878,die,DET,ART,d,die
879,Linien,NOUN,NN,Linie,Linien
880,dann,ADV,ADV,dann,dann
881,schneiden,VERB,VVINF,schneiden,schneiden
882,",",PUNCT,"$,",",",","
883,bleibst,VERB,VVFIN,bleiben,bleibst
884,du,PRON,PPER,du,du
885,erstmal,ADV,ADV,erstmal,erstmal
886,stehen,VERB,VVINF,stehen,stehen
887,.,PUNCT,$.,.,.
888,_,UNK,--,--,_
889,Das,PRON,PDS,d,Das
890,ist,AUX,VAFIN,sein,ist
891,geil,ADJ,ADJD,geil,geil
892,.,PUNCT,$.,.,.
893,_,UNK,--,--,_
894,Hast,AUX,VAFIN,haben,Hast
895,du,PRON,PPER,du,du
896,dann,ADV,ADV,dann,dann
897,da,ADV,ADV,da,da
898,oben,ADV,ADV,oben,oben
899,so,ADV,ADV,so,so
900,ein,DET,ART,ein,ein
901,Brot,NOUN,NN,Brot,Brot
902,?,PUNCT,$.,?,?
903,_,UNK,--,--,_
904,Habe,AUX,VAFIN,haben,Habe
905,ich,PRON,PPER,ich,ich
906,ein,DET,ART,ein,ein
907,Brot,NOUN,NN,Brot,Brot
908,?,PUNCT,$.,?,?
909,_,UNK,--,--,_
910,Ja,PART,PTKANT,ja,Ja
911,.,PUNCT,$.,.,.
912,_,UNK,--,--,_
913,Ja,PART,PTKANT,ja,Ja
914,.,PUNCT,$.,.,.
915,_,UNK,--,--,_
916,Ich,PRON,PPER,ich,Ich
917,habe,AUX,VAFIN,haben,habe
918,so,ADV,ADV,so,so
919,ein,DET,ART,ein,ein
920,so,ADV,ADV,so,so
921,ein,DET,ART,ein,ein
922,Milchbrötchen,NOUN,NN,Milchbrötchen,Milchbrötchen
923,.,PUNCT,$.,.,.
924,_,UNK,--,--,_
925,Dann,ADV,ADV,dann,Dann
926,ziehst,VERB,VVFIN,ziehen,ziehst
927,du,PRON,PPER,du,du
928,den,DET,ART,d,den
929,Kreis,NOUN,NN,Kreis,Kreis
930,so,ADV,ADV,so,so
931,ein,DET,ART,ein,ein
932,bisschen,PRON,PIS,bisschen,bisschen
933,weiter,PART,PTKVZ,weiter,weiter
934,",",PUNCT,"$,",",",","
935,sodass,SCONJ,KOUS,sodass,sodass
936,es,PRON,PPER,es,es
937,dann,ADV,ADV,dann,dann
938,eine,DET,ART,ein,eine
939,Diagonale,NOUN,NN,Diagonale,Diagonale
940,zu,ADP,APPR,zu,zu
941,der,DET,ART,d,der
942,Kante,NOUN,NN,Kante,Kante
943,unten,ADV,ADV,unten,unten
944,links,ADV,ADV,links,links
945,von,ADP,APPR,von,von
946,dem,DET,ART,d,dem
947,Brot,NOUN,NN,Brot,Brot
948,wird,AUX,VAFIN,werden,wird
949,.,PUNCT,$.,.,.
950,_,UNK,--,--,_
951,Wie,ADV,PWAV,wie,Wie
952,weit,ADJ,ADJD,weit,weit
953,unter,ADP,APPR,unter,unter
954,dem,DET,ART,d,dem
955,Brot,NOUN,NN,Brot,Brot
956,ist,AUX,VAFIN,sein,ist
957,das,PRON,PDS,d,das
958,?,PUNCT,$.,?,?
959,_,UNK,--,--,_
960,Na,INTJ,ITJ,na,Na
961,",",PUNCT,"$,",",",","
962,das,PRON,PDS,d,das
963,ist,AUX,VAFIN,sein,ist
964,auch,ADV,ADV,auch,auch
965,wieder,ADV,ADV,wieder,wieder
966,so,ADV,ADV,so,so
967,ein,DET,ART,ein,ein
968,Zentimeter,NOUN,NN,Zentimeter,Zentimeter
969,.,PUNCT,$.,.,.
970,_,UNK,--,--,_
971,Nein,PART,PTKANT,nein,Nein
972,.,PUNCT,$.,.,.
973,_,UNK,--,--,_
974,Also,ADV,ADV,also,Also
975,.,PUNCT,$.,.,.
976,_,UNK,--,--,_
977,Das,PRON,PDS,d,Das
978,ist,AUX,VAFIN,sein,ist
979,mehr,ADV,ADV,mehr,mehr
980,so,ADV,ADV,so,so
981,links,ADV,ADV,links,links
982,neben,ADP,APPR,neben,neben
983,dem,DET,ART,d,dem
984,Brot,NOUN,NN,Brot,Brot
985,.,PUNCT,$.,.,.
986,_,UNK,--,--,_
987,Ach,INTJ,ITJ,ach,Ach
988,",",PUNCT,"$,",",",","
989,so,ADV,ADV,so,so
990,.,PUNCT,$.,.,.
991,_,UNK,--,--,_
992,Ja,PART,PTKANT,ja,Ja
993,.,PUNCT,$.,.,.
994,_,UNK,--,--,_
995,Okay,ADV,ADV,okay,Okay
996,.,PUNCT,$.,.,.
997,_,UNK,--,--,_
998,Nein,PART,PTKANT,nein,Nein
999,.,PUNCT,$.,.,.
1000,_,UNK,--,--,_
1001,Ich,PRON,PPER,ich,Ich
1002,meine,VERB,VVFIN,meinen,meine
1003,die,DET,ART,d,die
1004,Kante,NOUN,NN,Kante,Kante
1005,links,ADV,ADV,links,links
1006,unten,ADV,ADV,unten,unten
1007,.,PUNCT,$.,.,.
1008,_,UNK,--,--,_
1009,Ja,PART,PTKANT,ja,Ja
1010,.,PUNCT,$.,.,.
1011,_,UNK,--,--,_
1012,Okay,ADV,ADV,okay,Okay
1013,.,PUNCT,$.,.,.
1014,_,UNK,--,--,_
1015,Ja,PART,PTKANT,ja,Ja
1016,.,PUNCT,$.,.,.
1017,_,UNK,--,--,_
1018,Es,PRON,PPER,es,Es
1019,ist,AUX,VAFIN,sein,ist
1020,geil,ADJ,ADJD,geil,geil
1021,",",PUNCT,"$,",",",","
1022,wie,SCONJ,KOUS,wie,wie
1023,du,PRON,PPER,du,du
1024,das,PRON,PDS,d,das
1025,erklärst,VERB,VVFIN,erklären,erklärst
1026,",",PUNCT,"$,",",",","
1027,Mann,NOUN,NN,Mann,Mann
1028,.,PUNCT,$.,.,.
1029,_,UNK,--,--,_
1030,Das,PRON,PDS,d,Das
1031,geht,VERB,VVFIN,gehen,geht
1032,mir,PRON,PPER,ich,mir
1033,richtig,ADJ,ADJD,richtig,richtig
1034,ab,PART,PTKVZ,ab,ab
1035,.,PUNCT,$.,.,.
1036,_,UNK,--,--,_
1037,Ich,PRON,PPER,ich,Ich
1038,habe,AUX,VAFIN,haben,habe
1039,das,DET,ART,d,das
1040,Gefühl,NOUN,NN,Gefühl,Gefühl
1041,",",PUNCT,"$,",",",","
1042,dass,SCONJ,KOUS,dass,dass
1043,ich,PRON,PPER,ich,ich
1044,etwas,PRON,PIS,etwas,etwas
1045,richtig,ADJ,ADJD,richtig,richtig
1046,mache,VERB,VVFIN,machen,mache
1047,.,PUNCT,$.,.,.
1048,_,UNK,--,--,_
1049,Wir,PRON,PPER,wir,Wir
1050,haben,AUX,VAFIN,haben,haben
1051,ja,ADV,ADV,ja,ja
1052,schon,ADV,ADV,schon,schon
1053,ein,DET,ART,ein,ein
1054,bisschen,PRON,PIS,bisschen,bisschen
1055,dazugelernt,VERB,VVPP,dazulernen,dazugelernt
1056,.,PUNCT,$.,.,.
1057,_,UNK,--,--,_
1058,Jetzt,ADV,ADV,jetzt,Jetzt
1059,gehst,VERB,VVFIN,gehen,gehst
1060,du,PRON,PPER,du,du
1061,links,ADV,ADV,links,links
1062,an,ADP,APPR,an,an
1063,dem,DET,ART,d,dem
1064,Brot,NOUN,NN,Brot,Brot
1065,vorbei,PART,PTKVZ,vorbei,vorbei
1066,.,PUNCT,$.,.,.
1067,_,UNK,--,--,_
1068,Also,ADV,ADV,also,Also
1069,.,PUNCT,$.,.,.
1070,_,UNK,--,--,_
1071,Du,PRON,PPER,du,Du
1072,machst,VERB,VVFIN,machen,machst
1073,einfach,ADV,ADV,einfach,einfach
1074,einen,DET,ART,ein,einen
1075,senkrechten,ADJ,ADJA,senkrecht,senkrechten
1076,Strich,NOUN,NN,Strich,Strich
1077,hoch,ADV,ADV,hoch,hoch
1078,.,PUNCT,$.,.,.
1079,_,UNK,--,--,_
1080,Wie,ADV,PWAV,wie,Wie
1081,lang,ADJ,ADJD,lang,lang
1082,soll,VERB,VMFIN,sollen,soll
1083,er,PRON,PPER,er,er
1084,sein,AUX,VAINF,sein,sein
1085,.,PUNCT,$.,.,.
1086,_,UNK,--,--,_
1087,Er,PRON,PPER,er,Er
1088,soll,VERB,VMFIN,sollen,soll
1089,so,ADV,ADV,so,so
1090,bis,ADP,APPR,bis,bis
1091,zur,ADP,APPRART,zur,zur
1092,oberen,ADJ,ADJA,ober,oberen
1093,Kante,NOUN,NN,Kante,Kante
1094,praktisch,ADV,ADV,praktisch,praktisch
1095,ein,DET,ART,ein,ein
1096,bisschen,PRON,PIS,bisschen,bisschen
1097,darüber,ADV,PAV,darüber,darüber
1098,einen,DET,ART,ein,einen
1099,halben,ADJ,ADJA,halb,halben
1100,Zentimeter,NOUN,NN,Zentimeter,Zentimeter
1101,darüber,ADV,ADV,darüber,darüber
1102,gehen,VERB,VVINF,gehen,gehen
1103,.,PUNCT,$.,.,.
1104,_,UNK,--,--,_
1105,Ach,INTJ,ITJ,ach,Ach
1106,.,PUNCT,$.,.,.
1107,_,UNK,--,--,_
1108,So,ADV,ADV,so,So
1109,ist,AUX,VAFIN,sein,ist
1110,ist,AUX,VAFIN,sein,ist
1111,mal,ADV,ADV,mal,mal
1112,wieder,ADV,ADV,wieder,wieder
1113,dieses,DET,PDAT,dies,dieses
1114,Brot,NOUN,NN,Brot,Brot
1115,.,PUNCT,$.,.,.
1116,_,UNK,--,--,_
1117,Genau,ADV,ADV,genau,Genau
1118,.,PUNCT,$.,.,.
1119,_,UNK,--,--,_
1120,Hast,AUX,VAFIN,haben,Hast
1121,du,PRON,PPER,du,du
1122,auf,ADP,APPR,auf,auf
1123,der,DET,ART,d,der
1124,rechten,ADJ,ADJA,recht,rechten
1125,Seite,NOUN,NN,Seite,Seite
1126,eine,DET,ART,ein,eine
1127,Sanduhr,NOUN,NN,Sanduhr,Sanduhr
1128,?,PUNCT,$.,?,?
1129,_,UNK,--,--,_
1130,Nein,PART,PTKANT,nein,Nein
1131,.,PUNCT,$.,.,.
1132,_,UNK,--,--,_
1133,Ja,PART,PTKANT,ja,Ja
1134,.,PUNCT,$.,.,.
1135,_,UNK,--,--,_
1136,Die,PRON,PDS,d,Die
1137,ist,AUX,VAFIN,sein,ist
1138,neben,ADP,APPR,neben,neben
1139,so,ADV,ADV,so,so
1140,einer,DET,ART,ein,einer
1141,Zahnbürste,NOUN,NN,Zahnbürste,Zahnbürste
1142,.,PUNCT,$.,.,.
1143,_,UNK,--,--,_
1144,Ja,PART,PTKANT,ja,Ja
1145,.,PUNCT,$.,.,.
1146,_,UNK,--,--,_
1147,Ja,PART,PTKANT,ja,Ja
1148,.,PUNCT,$.,.,.
1149,_,UNK,--,--,_
1150,Dann,ADV,ADV,dann,Dann
1151,gehst,VERB,VVFIN,gehen,gehst
1152,du,PRON,PPER,du,du
1153,jetzt,ADV,ADV,jetzt,jetzt
1154,nach,ADP,APPR,nach,nach
1155,rechts,ADV,ADV,rechts,rechts
1156,.,PUNCT,$.,.,.
1157,_,UNK,--,--,_
1158,Es,PRON,PPER,es,Es
1159,ist,AUX,VAFIN,sein,ist
1160,mir,PRON,PPER,ich,mir
1161,gerade,ADV,ADV,gerade,gerade
1162,das,DET,ART,d,das
1163,Wort,NOUN,NN,Wort,Wort
1164,Zahnbürste,NOUN,NN,Zahnbürste,Zahnbürste
1165,nicht,PART,PTKNEG,nicht,nicht
1166,eingefallen,VERB,VVPP,einfallen,eingefallen
1167,.,PUNCT,$.,.,.
1168,_,UNK,--,--,_
1169,Ja,PART,PTKANT,ja,Ja
1170,.,PUNCT,$.,.,.
1171,_,UNK,--,--,_
1172,Die,DET,ART,d,Die
1173,Bilder,NOUN,NN,Bild,Bilder
1174,sind,AUX,VAFIN,sein,sind
1175,doch,ADV,ADV,doch,doch
1176,verpixelt,ADJ,ADJD,verpixelt,verpixelt
1177,.,PUNCT,$.,.,.
1178,_,UNK,--,--,_
1179,Ich,PRON,PPER,ich,Ich
1180,glaube,VERB,VVFIN,glauben,glaube
1181,schon,ADV,ADV,schon,schon
1182,",",PUNCT,"$,",",",","
1183,du,PRON,PPER,du,du
1184,gehst,VERB,VVFIN,gehen,gehst
1185,nach,ADP,APPR,nach,nach
1186,rechts,ADV,ADV,rechts,rechts
1187,.,PUNCT,$.,.,.
1188,_,UNK,--,--,_
1189,Warte,VERB,VVIMP,warten,Warte
1190,.,PUNCT,$.,.,.
1191,_,UNK,--,--,_
1192,Und,CONJ,KON,und,Und
1193,zwar,ADV,ADV,zwar,zwar
1194,gehst,VERB,VVFIN,gehen,gehst
1195,du,PRON,PPER,du,du
1196,so,ADV,ADV,so,so
1197,",",PUNCT,"$,",",",","
1198,dass,SCONJ,KOUS,dass,dass
1199,du,PRON,PPER,du,du
1200,einen,DET,ART,ein,einen
1201,Zentimeter,NOUN,NN,Zentimeter,Zentimeter
1202,neben,ADP,APPR,neben,neben
1203,der,DET,ART,d,der
1204,Sanduhr,NOUN,NN,Sanduhr,Sanduhr
1205,bist,AUX,VAFIN,sein,bist
1206,.,PUNCT,$.,.,.
1207,_,UNK,--,--,_
1208,Aber,CONJ,KON,aber,Aber
1209,dass,SCONJ,KOUS,dass,dass
1210,du,PRON,PPER,du,du
1211,immer,ADV,ADV,immer,immer
1212,noch,ADV,ADV,noch,noch
1213,so,ADV,ADV,so,so
1214,bist,AUX,VAFIN,sein,bist
1215,.,PUNCT,$.,.,.
1216,_,UNK,--,--,_
1217,Du,PRON,PPER,du,Du
1218,müsstest,VERB,VMFIN,müssen,müsstest
1219,eigentlich,ADV,ADV,eigentlich,eigentlich
1220,so,ADV,ADV,so,so
1221,zwei,NUM,CARD,zwei,zwei
1222,Zentimeter,NOUN,NN,Zentimeter,Zentimeter
1223,unter,ADP,APPR,unter,unter
1224,der,DET,ART,d,der
1225,Sanduhr,NOUN,NN,Sanduhr,Sanduhr
1226,sein,AUX,VAINF,sein,sein
1227,.,PUNCT,$.,.,.
1228,_,UNK,--,--,_
1229,Ja,PART,PTKANT,ja,Ja
1230,.,PUNCT,$.,.,.
1231,_,UNK,--,--,_
1232,Das,PRON,PDS,d,Das
1233,kommt,VERB,VVFIN,kommen,kommt
1234,ziemlich,ADV,ADV,ziemlich,ziemlich
1235,gut,ADJ,ADJD,gut,gut
1236,hin,PART,PTKVZ,hin,hin
1237,.,PUNCT,$.,.,.
1238,_,UNK,--,--,_
1239,Ja,PART,PTKANT,ja,Ja
1240,.,PUNCT,$.,.,.
1241,_,UNK,--,--,_
1242,Und,CONJ,KON,und,Und
1243,dann,ADV,ADV,dann,dann
1244,machst,VERB,VVFIN,machen,machst
1245,du,PRON,PPER,du,du
1246,das,PRON,PDS,d,das
1247,jetzt,ADV,ADV,jetzt,jetzt
1248,links,ADV,ADV,links,links
1249,unten,ADV,ADV,unten,unten
1250,.,PUNCT,$.,.,.
1251,_,UNK,--,--,_
1252,Und,CONJ,KON,und,Und
1253,dann,ADV,ADV,dann,dann
1254,ist,AUX,VAFIN,sein,ist
1255,links,ADV,ADV,links,links
1256,unten,ADV,ADV,unten,unten
1257,.,PUNCT,$.,.,.
1258,_,UNK,--,--,_
1259,Ich,PRON,PPER,ich,Ich
1260,mache,VERB,VVFIN,machen,mache
1261,das,PRON,PDS,d,das
1262,nach,ADP,APPR,nach,nach
1263,links,ADV,ADV,links,links
1264,unten,ADV,ADV,unten,unten
1265,.,PUNCT,$.,.,.
1266,_,UNK,--,--,_
1267,Ach,INTJ,ITJ,ach,Ach
1268,",",PUNCT,"$,",",",","
1269,Scheiße,NOUN,NN,Scheiße,Scheiße
1270,.,PUNCT,$.,.,.
1271,_,UNK,--,--,_
1272,Ja,PART,PTKANT,ja,Ja
1273,.,PUNCT,$.,.,.
1274,_,UNK,--,--,_
1275,Okay,ADV,ADV,okay,Okay
1276,.,PUNCT,$.,.,.
1277,_,UNK,--,--,_
1278,Ich,PRON,PPER,ich,Ich
1279,gehe,VERB,VVFIN,gehen,gehe
1280,von,ADP,APPR,von,von
1281,der,DET,ART,d,der
1282,Sanduhr,NOUN,NN,Sanduhr,Sanduhr
1283,los,PART,PTKVZ,los,los
1284,.,PUNCT,$.,.,.
1285,_,UNK,--,--,_
1286,Entschuldigung,NOUN,NN,Entschuldigung,Entschuldigung
1287,.,PUNCT,$.,.,.
1288,_,UNK,--,--,_
1289,Das,PRON,PDS,d,Das
1290,habe,AUX,VAFIN,haben,habe
1291,ich,PRON,PPER,ich,ich
1292,nicht,PART,PTKNEG,nicht,nicht
1293,gesagt,VERB,VVPP,sagen,gesagt
1294,.,PUNCT,$.,.,.
1295,_,UNK,--,--,_
1296,Oh,INTJ,ITJ,oh,Oh
1297,",",PUNCT,"$,",",",","
1298,ja,ADV,ADV,ja,ja
1299,.,PUNCT,$.,.,.
1300,_,UNK,--,--,_
1301,Siehst,VERB,VVFIN,sehen,Siehst
1302,du,PRON,PPER,du,du
1303,?,PUNCT,$.,?,?
1304,_,UNK,--,--,_
1305,So,ADV,ADV,so,So
1306,schnell,ADJ,ADJD,schnell,schnell
1307,kann,VERB,VMFIN,können,kann
1308,etwas,PRON,PIS,etwas,etwas
1309,schiefgehen,VERB,VVINF,schiefgehen,schiefgehen
1310,.,PUNCT,$.,.,.
1311,_,UNK,--,--,_
1312,So,ADV,ADV,so,So
1313,.,PUNCT,$.,.,.
1314,_,UNK,--,--,_
1315,Jetzt,ADV,ADV,jetzt,Jetzt
1316,bist,AUX,VAFIN,sein,bist
1317,du,PRON,PPER,du,du
1318,praktisch,ADV,ADV,praktisch,praktisch
1319,auf,ADP,APPR,auf,auf
1320,der,DET,ART,d,der
1321,Höhe,NOUN,NN,Höhe,Höhe
1322,von,ADP,APPR,von,von
1323,also,ADV,ADV,also,also
1324,zwischen,ADP,APPR,zwischen,zwischen
1325,Zahnbürste,NOUN,NN,Zahnbürste,Zahnbürste
1326,und,CONJ,KON,und,und
1327,Sanduhr,NOUN,NN,Sanduhr,Sanduhr
1328,.,PUNCT,$.,.,.
1329,_,UNK,--,--,_
1330,Ja,PART,PTKANT,ja,Ja
1331,.,PUNCT,$.,.,.
1332,_,UNK,--,--,_
1333,Aber,CONJ,KON,aber,Aber
1334,du,PRON,PPER,du,du
1335,bist,AUX,VAFIN,sein,bist
1336,ein,DET,ART,ein,ein
1337,bisschen,PRON,PIS,bisschen,bisschen
1338,mehr,ADV,ADV,mehr,mehr
1339,bei,ADP,APPR,bei,bei
1340,der,DET,ART,d,der
1341,Sanduhr,NOUN,NN,Sanduhr,Sanduhr
1342,.,PUNCT,$.,.,.
1343,_,UNK,--,--,_
1344,Nein,PART,PTKANT,nein,Nein
1345,.,PUNCT,$.,.,.
1346,_,UNK,--,--,_
1347,Ach,INTJ,ITJ,ach,Ach
1348,",",PUNCT,"$,",",",","
1349,Scheiße,NOUN,NN,Scheiße,Scheiße
1350,.,PUNCT,$.,.,.
1351,_,UNK,--,--,_
1352,Du,PRON,PPER,du,Du
1353,müsstest,VERB,VMFIN,müssen,müsstest
1354,eigentlich,ADV,ADV,eigentlich,eigentlich
1355,schon,ADV,ADV,schon,schon
1356,so,ADV,ADV,so,so
1357,dazwischen,ADV,PAV,dazwischen,dazwischen
1358,sein,AUX,VAINF,sein,sein
1359,.,PUNCT,$.,.,.
1360,_,UNK,--,--,_
1361,Ja,PART,PTKANT,ja,Ja
1362,.,PUNCT,$.,.,.
1363,_,UNK,--,--,_
1364,Okay,ADV,ADV,okay,Okay
1365,.,PUNCT,$.,.,.
1366,_,UNK,--,--,_
1367,Ja,PART,PTKANT,ja,Ja
1368,.,PUNCT,$.,.,.
1369,_,UNK,--,--,_
1370,Es,PRON,PPER,es,Es
1371,ist,AUX,VAFIN,sein,ist
1372,ja,ADV,ADV,ja,ja
1373,gut,ADJ,ADJD,gut,gut
1374,.,PUNCT,$.,.,.
1375,_,UNK,--,--,_
1376,Okay,ADV,ADV,okay,Okay
1377,.,PUNCT,$.,.,.
1378,_,UNK,--,--,_
1379,Ja,PART,PTKANT,ja,Ja
1380,.,PUNCT,$.,.,.
1381,_,UNK,--,--,_
1382,Du,PRON,PPER,du,Du
1383,gehst,VERB,VVFIN,gehen,gehst
1384,jetzt,ADV,ADV,jetzt,jetzt
1385,jedenfalls,ADV,ADV,jedenfalls,jedenfalls
1386,hoch,PART,PTKVZ,hoch,hoch
1387,.,PUNCT,$.,.,.
1388,_,UNK,--,--,_
1389,Das,PRON,PDS,d,Das
1390,trifft,VERB,VVFIN,trefen,trifft
1391,es,PRON,PPER,es,es
1392,.,PUNCT,$.,.,.
1393,_,UNK,--,--,_
1394,Okay,ADV,ADV,okay,Okay
1395,.,PUNCT,$.,.,.
1396,_,UNK,--,--,_
1397,Sodass,SCONJ,KOUS,sodass,Sodass
1398,du,PRON,PPER,du,du
1399,VERBst,VERB,VVFIN,VERBen,VERBst
1400,.,PUNCT,$.,.,.
1401,_,UNK,--,--,_
1402,Der,DET,ART,d,Der
1403,Hamburger,NOUN,NN,Hamburger,Hamburger
1404,VERBt,VERB,VVFIN,VERBen,VERBt
1405,.,PUNCT,$.,.,.
1406,_,UNK,--,--,_
1407,Sag,VERB,VVIMP,sagen,Sag
1408,",",PUNCT,"$,",",",","
1409,ob,SCONJ,KOUS,ob,ob
1410,der,DET,ART,d,der
1411,Hamburger,NOUN,NN,Hamburger,Hamburger
1412,VERBt,VERB,VVFIN,VERBen,VERBt
1413,?,PUNCT,$.,?,?
1414,_,UNK,--,--,_
1415,Welchen,DET,PWAT,welch,Welchen
1416,Hamburger,NOUN,NN,Hamburger,Hamburger
1417,meinst,VERB,VVFIN,meinen,meinst
1418,du,PRON,PPER,du,du
1419,?,PUNCT,$.,?,?
1420,_,UNK,--,--,_
1421,Ich,PRON,PPER,ich,Ich
1422,habe,AUX,VAFIN,haben,habe
1423,da,ADV,ADV,da,da
1424,keinen,DET,PIAT,kein,keinen
1425,Hamburger,NOUN,NN,Hamburger,Hamburger
1426,.,PUNCT,$.,.,.
1427,_,UNK,--,--,_
1428,Also,ADV,ADV,also,Also
1429,.,PUNCT,$.,.,.
1430,_,UNK,--,--,_
1431,Rechts,ADV,ADV,rechts,Rechts
1432,oben,ADV,ADV,oben,oben
1433,ist,AUX,VAFIN,sein,ist
1434,kein,DET,PIAT,kein,kein
1435,Hamburger,NOUN,NN,Hamburger,Hamburger
1436,bei,ADP,APPR,bei,bei
1437,dir,PRON,PPER,du,dir
