,token,tag,tag_STTS,lemma_gold,baseline
773,ineffektiver,_,ADJA,ineffektiv,ineffektiver
774,Dad,_,NN,Dad,Dad
775,die,_,ART,der,die
776,urkomische,_,ADJA,urkomisch,urkomische
777,Beerdigungsfolge,_,NN,Beerdigungsfolge,Beerdigungsfolge
778,.,_,$.,.,.
779,Ich,_,PPER,ich,Ich
780,finde,_,VVFIN,finden,finde
781,",",_,"$,",",",","
782,man,_,PIS,man,man
783,kann,_,VMFIN,können,kann
784,über,_,APPR,über,über
785,so,_,ADV,so,so
786,persönliche,_,ADJA,persönlich,persönliche
787,Dinge,_,NN,Ding,Dinge
788,nur,_,ADV,nur,nur
789,sprechen,_,VVINF,sprechen,sprechen
790,",",_,"$,",",",","
791,wenn,_,KOUS,wenn,wenn
792,der,_,ART,der,der
793,andere,_,PIS,anderer,andere
794,das,_,ART,der,das
795,Verständnis,_,NN,Verständnis,Verständnis
796,hat,_,VAFIN,haben,hat
797,.,_,$.,.,.
798,Deshalb,_,PAV,deshalb,Deshalb
799,schäme,_,VVFIN,schämen,schäme
800,ich,_,PPER,ich,ich
801,mich,_,PRF,ich,mich
802,überhaupt,_,ADV,überhaupt,überhaupt
803,nicht,_,PTKNEG,nicht,nicht
804,",",_,"$,",",",","
805,Ihnen,_,PPER,Sie,Ihnen
806,zu,_,PTKZU,zu,zu
807,sagen,_,VVINF,sagen,sagen
808,:,_,$.,:,:
809,Ohne,_,APPR,ohne,Ohne
810,Babs,_,NE,Babs,Babs
811,wäre,_,VAFIN,sein,wäre
812,ich,_,PPER,ich,ich
813,verloren,_,ADJD,verloren,verloren
814,.,_,$.,.,.
815,Das,_,PDS,der,Das
816,ist,_,VAFIN,sein,ist
817,mir,_,PPER,ich,mir
818,ganz,_,ADV,ganz,ganz
819,klar,_,ADJD,klar,klar
820,geworden,_,VVPP,werden,geworden
821,",",_,"$,",",",","
822,schon,_,ADV,schon,schon
823,bei,_,APPR,bei,bei
824,dieser,_,PDAT,dieser,dieser
825,kurzen,_,ADJA,kurz,kurzen
826,Trennung,_,NN,Trennung,Trennung
827,.,_,$.,.,.
828,Ich,_,PPER,ich,Ich
829,glaube,_,VVFIN,glauben,glaube
830,",",_,"$,",",",","
831,das,_,PDS,der,das
832,wäre,_,VAFIN,sein,wäre
833,ein,_,ART,ein,ein
834,schlechtes,_,ADJA,schlecht,schlechtes
835,Land,_,NN,Land,Land
836,",",_,"$,",",",","
837,um,_,KOUI,um,um
838,Kinder,_,NN,Kind,Kinder
839,aufzuziehen,_,VVIZU,aufziehen,aufzuziehen
840,.,_,$.,.,.
841,Ich,_,PPER,ich,Ich
842,weiß,_,VVFIN,wissen,weiß
843,nicht,_,PTKNEG,nicht,nicht
844,.,_,$.,.,.
845,-,_,$(,-,-
846,Wissen,_,VVFIN,wissen,Wissen
847,Sie,_,PPER,Sie,Sie
848,?,_,$.,?,?
849,Babs,_,NE,Babs,Babs
850,und,_,KON,und,und
851,ich,_,PPER,ich,ich
852,",",_,"$,",",",","
853,wir,_,PPER,wir,wir
854,wollten,_,VMFIN,wollen,wollten
855,am,_,PTKA,am,am
856,liebsten,_,ADJD,lieb,liebsten
857,gleich,_,ADV,gleich,gleich
858,Kinder,_,NN,Kind,Kinder
859,haben,_,VAINF,haben,haben
860,.,_,$.,.,.
861,Doch,_,KON,doch,Doch
862,dann,_,ADV,dann,dann
863,kam,_,VVFIN,kommen,kam
864,ich,_,PPER,ich,ich
865,zu,_,APPR,zu,zu
866,diesem,_,PDAT,dieser,diesem
867,Job,_,NN,Job,Job
868,.,_,$.,.,.
869,Kinder,_,NN,Kind,Kinder
870,...,_,$.,...,...
871,Zuerst,_,ADV,zuerst,Zuerst
872,dachten,_,VVFIN,denken,dachten
873,wir,_,PPER,wir,wir
874,an,_,APPR,an,an
875,2,_,CARD,2,2
876,Jungen,_,NN,Junge,Jungen
877,und,_,KON,und,und
878,dann,_,ADV,dann,dann
879,vielleicht,_,ADV,vielleicht,vielleicht
880,ein,_,ART,ein,ein
881,Mädchen,_,NN,Mädchen,Mädchen
882,.,_,$.,.,.
883,Auf,_,APPR,auf,Auf
884,der,_,ART,der,der
885,Flucht,_,NN,Flucht,Flucht
886,vor,_,APPR,vor,vor
887,der,_,ART,der,der
888,Steuerfaschistin,_,NN,Steuerfaschistin,Steuerfaschistin
889,konnte,_,VMFIN,können,konnte
890,ich,_,PPER,ich,ich
891,Pluspunkte,_,NN,Pluspunkt,Pluspunkte
892,bei,_,APPR,bei,bei
893,Sam,_,NE,Sam,Sam
894,und,_,KON,und,und
895,den,_,ART,der,den
896,Kindern,_,NN,Kind,Kindern
897,sammeln,_,VVINF,sammeln,sammeln
898,.,_,$.,.,.
899,Wer,_,PWS,wer,Wer
900,hält,_,VVFIN,halten,hält
901,mich,_,PPER,ich,mich
902,für,_,APPR,für,für
903,den,_,ART,der,den
904,besten,_,ADJA,gut,besten
905,Daddy,_,NN,Daddy,Daddy
906,der,_,ART,der,der
907,Welt,_,NN,Welt,Welt
908,?,_,$.,?,?
909,-,_,$(,-,-
910,Wer,_,PWS,wer,Wer
911,will,_,VMFIN,wollen,will
912,heute,_,ADV,heute,heute
913,Schule,_,NN,Schule,Schule
914,schwänzen,_,VVINF,schwänzen,schwänzen
915,?,_,$.,?,?
916,-,_,$(,-,-
917,Ja,_,PTKANT,ja,Ja
918,.,_,$.,.,.
919,Schon,_,ADV,schon,Schon
920,besser,_,ADJD,gut,besser
921,.,_,$.,.,.
922,Okay,_,ADV,okay,Okay
923,.,_,$.,.,.
924,Die,_,ART,der,Die
925,Swans,_,NE,Swan,Swans
926,machen,_,VVFIN,machen,machen
927,einen,_,ART,ein,einen
928,Familienausflug,_,NN,Familienausflug,Familienausflug
929,.,_,$.,.,.
930,Die,_,PDS,der,Die
931,finden,_,VVFIN,finden,finden
932,Wege,_,NN,Weg,Wege
933,",",_,"$,",",",","
934,die,_,ART,der,die
935,Seite,_,NN,Seite,Seite
936,drei,_,CARD,drei,drei
937,jetzt,_,ADV,jetzt,jetzt
938,sogar,_,ADV,sogar,sogar
939,noch,_,ADV,noch,noch
940,gruseliger,_,ADJD,gruselig,gruseliger
941,zu,_,PTKZU,zu,zu
942,machen,_,VVINF,machen,machen
943,.,_,$.,.,.
944,"""",_,$(,"""",""""
945,Die,_,ART,der,Die
946,süße,_,ADJA,süß,süße
947,Karen,_,NE,Karen,Karen
948,Clarke,_,NE,Clarke,Clarke
949,war,_,VAFIN,sein,war
950,schon,_,ADV,schon,schon
951,in,_,APPR,in,in
952,jungen,_,ADJA,jung,jungen
953,Jahren,_,NN,Jahr,Jahren
954,eine,_,ART,ein,eine
955,Oben-ohne-Schönheit,_,NN,Oben-ohne-Schönheit,Oben-ohne-Schönheit
956,.,_,$.,.,.
957,Was,_,PWS,was,Was
958,ist,_,VAFIN,sein,ist
959,mit,_,APPR,mit,mit
960,Cassie,_,NE,Cassie,Cassie
961,und,_,KON,und,und
962,Ramse,_,NE,Ramse,Ramse
963,?,_,$.,?,?
964,Ich,_,PPER,ich,Ich
965,dachte,_,VVFIN,denken,dachte
966,",",_,"$,",",",","
967,du,_,PPER,du,du
968,würdest,_,VAFIN,werden,würdest
969,sie,_,PPER,sie,sie
970,zuletzt,_,ADV,zuletzt,zuletzt
971,rauslassen,_,VVINF,rauslassen,rauslassen
972,wollen,_,VMINF,wollen,wollen
973,",",_,"$,",",",","
974,für,_,APPR,für,für
975,den,_,ART,der,den
976,Fall,_,NN,Fall,Fall
977,",",_,"$,",",",","
978,dass,_,KOUS,dass,dass
979,sie,_,PPER,sie,sie
980,etwas,_,PIS,etwas,etwas
981,versuchen,_,VVFIN,versuchen,versuchen
982,.,_,$.,.,.
983,-,_,$(,-,-
984,Ja,_,PTKANT,ja,Ja
985,.,_,$.,.,.
986,-,_,$(,-,-
987,Das,_,PDS,der,Das
988,habe,_,VAFIN,haben,habe
989,ich,_,PPER,ich,ich
990,mir,_,PRF,ich,mir
991,gedacht,_,VVPP,denken,gedacht
992,.,_,$.,.,.
993,Was,_,PWS,was,Was
994,zur,_,APPRART,zu,zur
995,Hölle,_,NN,Hölle,Hölle
996,war,_,VAFIN,sein,war
997,das,_,PDS,der,das
998,?,_,$.,?,?
999,-,_,$(,-,-
1000,Was,_,PWS,was,Was
1001,zur,_,APPRART,zu,zur
1002,Hölle,_,NN,Hölle,Hölle
1003,ist,_,VAFIN,sein,ist
1004,passiert,_,VVPP,passieren,passiert
1005,?,_,$.,?,?
1006,-,_,$(,-,-
1007,Der,_,ART,der,Der
1008,Blitz,_,NN,Blitz,Blitz
1009,traf,_,VVFIN,treffen,traf
1010,einen,_,PIS,einer,einen
1011,der,_,ART,der,der
1012,Transformatoren,_,NN,Transformator,Transformatoren
1013,.,_,$.,.,.
1014,Wir,_,PPER,wir,Wir
1015,dürfen,_,VMFIN,dürfen,dürfen
1016,die,_,ART,der,die
1017,Evakuierung,_,NN,Evakuierung,Evakuierung
1018,nicht,_,PTKNEG,nicht,nicht
1019,verzögern,_,VVINF,verzögern,verzögern
1020,.,_,$.,.,.
1021,Leite,_,VVIMP,leiten,Leite
1022,alle,_,PIS,alle,alle
1023,über,_,APPR,über,über
1024,den,_,ART,der,den
1025,westlichen,_,ADJA,westlich,westlichen
1026,Gang,_,NN,Gang,Gang
1027,zur,_,APPRART,zu,zur
1028,Fahrzeughalle,_,NN,Fahrzeughalle,Fahrzeughalle
1029,.,_,$.,.,.
1030,-,_,$(,-,-
1031,Wie,_,PWAV,wie,Wie
1032,viele,_,PIS,viele,viele
1033,sind,_,VAFIN,sein,sind
1034,verwundet,_,ADJD,verwundet,verwundet
1035,?,_,$.,?,?
1036,Obwohl,_,KOUS,obwohl,Obwohl
1037,",",_,"$,",",",","
1038,er,_,PPER,er,er
1039,hat,_,VAFIN,haben,hat
1040,schöne,_,ADJA,schön,schöne
1041,Reifen,_,NN,Reifen,Reifen
1042,hat,_,VAFIN,haben,hat
1043,...,_,$(,...,...
1044,für,_,APPR,für,für
1045,einen,_,ART,ein,einen
1046,Verrückten,_,NN,Verrückte,Verrückten
1047,.,_,$.,.,.
1048,Halt,_,VVIMP,halten,Halt
1049,den,_,ART,der,den
1050,Mund,_,NN,Mund,Mund
1051,!,_,$.,!,!
1052,-,_,$(,-,-
1053,Zu,_,APPR,zu,Zu
1054,Hause,_,NN,Haus,Hause
1055,!,_,$.,!,!
1056,-,_,$(,-,-
1057,Dieser,_,PDAT,dieser,Dieser
1058,Ort,_,NN,Ort,Ort
1059,ist,_,VAFIN,sein,ist
1060,verdammt,_,ADV,verdammt,verdammt
1061,geil,_,ADJD,geil,geil
1062,.,_,$.,.,.
1063,Wie,_,KOKOM,wie,Wie
1064,im,_,APPRART,in,im
1065,Schlaraffenland,_,NN,Schlaraffenland,Schlaraffenland
1066,.,_,$.,.,.
1067,Hier,_,ADV,hier,Hier
1068,kommen,_,VVFIN,kommen,kommen
1069,die,_,ART,der,die
1070,reichen,_,ADJA,reich,reichen
1071,Kinder,_,NN,Kind,Kinder
1072,zum,_,APPRART,zu,zum
1073,sterben,_,NN,Sterben,sterben
1074,hin,_,PTKVZ,hin,hin
1075,.,_,$.,.,.
1076,Willkommen,_,ADJD,willkommen,Willkommen
1077,in,_,APPR,in,in
1078,meiner,_,PPOSAT,mein,meiner
1079,Welt,_,NN,Welt,Welt
1080,.,_,$.,.,.
1081,Mir,_,PPER,ich,Mir
1082,ist,_,VAFIN,sein,ist
1083,ein,_,ART,ein,ein
1084,bisschen,_,PIS,bisschen,bisschen
1085,schlecht,_,ADJD,schlecht,schlecht
1086,!,_,$.,!,!
1087,Kevin,_,NE,Kevin,Kevin
1088,",",_,"$,",",",","
1089,ich,_,PPER,ich,ich
1090,glaube,_,VVFIN,glauben,glaube
1091,",",_,"$,",",",","
1092,du,_,PPER,du,du
1093,solltest,_,VMFIN,sollen,solltest
1094,Julie,_,NE,Julie,Julie
1095,ins,_,APPRART,in,ins
1096,Badezimmer,_,NN,Badezimmer,Badezimmer
1097,bringen,_,VVINF,bringen,bringen
1098,.,_,$.,.,.
1099,Komm,_,VVIMP,kommen,Komm
1100,schon,_,ADV,schon,schon
1101,.,_,$.,.,.
1102,Nein,_,PTKANT,nein,Nein
1103,",",_,"$,",",",","
1104,die,_,ART,der,die
1105,Ärzte,_,NN,Arzt,Ärzte
1106,sind,_,VAFIN,sein,sind
1107,sehr,_,ADV,sehr,sehr
1108,zufrieden,_,ADJD,zufrieden,zufrieden
1109,",",_,"$,",",",","
1110,er,_,PPER,er,er
1111,ist,_,VAFIN,sein,ist
1112,der,_,ART,der,der
1113,Tapferste,_,NN,Tapferste,Tapferste
1114,.,_,$.,.,.
1115,Hast,_,VAFIN,haben,Hast
1116,du,_,PPER,du,du
1117,die,_,ART,der,die
1118,Bodys,_,NN,Body,Bodys
1119,?,_,$.,?,?
1120,Frag,_,VVIMP,fragen,Frag
1121,deinen,_,PPOSAT,dein,deinen
1122,Vater,_,NN,Vater,Vater
1123,!,_,$.,!,!
1124,Sag,_,VVIMP,sagen,Sag
1125,'s,_,PPER,es,'s
1126,ihr,_,PPER,sie,ihr
1127,!,_,$.,!,!
1128,Ich,_,PPER,ich,Ich
1129,hatte,_,VAFIN,haben,hatte
1130,die,_,ART,der,die
1131,Tüte,_,NN,Tüte,Tüte
1132,damit,_,PAV,damit,damit
1133,vorbereitet,_,VVPP,vorbereiten,vorbereitet
1134,und,_,KON,und,und
1135,er,_,PPER,er,er
1136,lässt,_,VVFIN,lassen,lässt
1137,sie,_,PPER,sie,sie
1138,stehen,_,VVINF,stehen,stehen
1139,!,_,$.,!,!
1140,Schade,_,ADV,schade,Schade
1141,",",_,"$,",",",","
1142,ich,_,PPER,ich,ich
1143,hab,_,VAFIN,haben,hab
1144,nicht,_,PTKNEG,nicht,nicht
1145,mehr,_,ADV,mehr,mehr
1146,viele,_,PIS,viele,viele
1147,.,_,$.,.,.
1148,Siehst,_,VVFIN,sehen,Siehst
1149,du,_,PPER,du,du
1150,",",_,"$,",",",","
1151,sie,_,PPER,sie,sie
1152,ist,_,VAFIN,sein,ist
1153,sehr,_,ADV,sehr,sehr
1154,enttäuscht,_,ADJD,enttäuscht,enttäuscht
1155,!,_,$.,!,!
1156,Gut,_,ADV,gut,Gut
1157,",",_,"$,",",",","
1158,ich,_,PPER,ich,ich
1159,hab,_,VAFIN,haben,hab
1160,sie,_,PPER,sie,sie
1161,vergessen,_,VVPP,vergessen,vergessen
1162,!,_,$.,!,!
1163,Mach,_,VVIMP,machen,Mach
1164,nicht,_,PTKNEG,nicht,nicht
1165,so,_,ADV,so,so
1166,ein,_,ART,ein,ein
1167,Theater,_,NN,Theater,Theater
1168,!,_,$.,!,!
1169,Typisch,_,ADJD,typisch,Typisch
1170,!,_,$.,!,!
1171,-,_,$(,-,-
1172,Mit,_,APPR,mit,Mit
1173,dem,_,ART,der,dem
1174,Mund,_,NN,Mund,Mund
1175,.,_,$.,.,.
1176,Mein,_,PPOSAT,mein,Mein
1177,Autoreifen,_,NN,Autoreifen,Autoreifen
1178,ist,_,VAFIN,sein,ist
1179,geplatzt,_,VVPP,platzen,geplatzt
1180,.,_,$.,.,.
1181,Meine,_,PPOSAT,mein,Meine
1182,Allianz,_,NN,Allianz,Allianz
1183,ist,_,VAFIN,sein,ist
1184,vorbei,_,ADV,vorbei,vorbei
1185,.,_,$.,.,.
1186,Viel,_,PIAT,viel,Viel
1187,Glück,_,NN,Glück,Glück
1188,.,_,$.,.,.
1189,Was,_,PWS,was,Was
1190,?,_,$.,?,?
1191,Dad,_,NE,Dad,Dad
1192,!,_,$.,!,!
1193,Das,_,ART,der,Das
1194,Gute,_,NN,Gute,Gute
1195,daran,_,PAV,daran,daran
1196,ist,_,VAFIN,sein,ist
1197,",",_,"$,",",",","
1198,dass,_,KOUS,dass,dass
1199,ich,_,PPER,ich,ich
1200,meinen,_,PPOSAT,mein,meinen
1201,Fisch,_,NN,Fisch,Fisch
1202,wiedersehe,_,VVFIN,wiedersehen,wiedersehe
1203,.,_,$.,.,.
1204,Hey,_,ITJ,hey,Hey
1205,",",_,"$,",",",","
1206,was,_,PWS,was,was
1207,ist,_,VAFIN,sein,ist
1208,los,_,PTKVZ,los,los
1209,?,_,$.,?,?
1210,Es,_,PPER,es,Es
1211,spült,_,VVFIN,spülen,spült
1212,nicht,_,PTKNEG,nicht,nicht
1213,runter,_,PTKVZ,runter,runter
1214,.,_,$.,.,.
1215,Wir,_,PPER,wir,Wir
1216,brauchen,_,VVFIN,brauchen,brauchen
1217,ein,_,ART,ein,ein
1218,größeres,_,ADJA,groß,größeres
1219,Klo,_,NN,Klo,Klo
1220,.,_,$.,.,.
1221,Führe,_,VVIMP,führen,Führe
1222,mich,_,PPER,ich,mich
1223,zu,_,APPR,zu,zu
1224,dem,_,ART,der,dem
1225,Mann,_,NN,Mann,Mann
1226,",",_,"$,",",",","
1227,der,_,PRELS,der,der
1228,dich,_,PPER,du,dich
1229,schickte,_,VVFIN,schicken,schickte
1230,.,_,$.,.,.
1231,Er,_,PPER,er,Er
1232,erwartet,_,VVFIN,erwarten,erwartet
1233,dich,_,PPER,du,dich
1234,.,_,$.,.,.
1235,-,_,$(,-,-
1236,Wo,_,PWAV,wo,Wo
1237,?,_,$.,?,?
1238,Das,_,PDS,der,Das
1239,wirst,_,VAFIN,werden,wirst
1240,du,_,PPER,du,du
1241,sehen,_,VVINF,sehen,sehen
1242,",",_,"$,",",",","
1243,wenn,_,KOUS,wenn,wenn
1244,wir,_,PPER,wir,wir
1245,nicht,_,PTKNEG,nicht,nicht
1246,verhaftet,_,VVPP,verhaften,verhaftet
1247,werden,_,VAFIN,werden,werden
1248,.,_,$.,.,.
1249,Also,_,ADV,also,Also
1250,los,_,ADV,los,los
1251,.,_,$.,.,.
1252,Du,_,PPER,du,Du
1253,gehst,_,VVFIN,gehen,gehst
1254,vor,_,APPR,vor,vor
1255,mir,_,PPER,ich,mir
1256,.,_,$.,.,.
1257,Ich,_,PPER,ich,Ich
1258,komme,_,VVFIN,kommen,komme
1259,nach,_,PTKVZ,nach,nach
1260,.,_,$.,.,.
1261,Das,_,PDS,der,Das
1262,war,_,VAFIN,sein,war
1263,ein,_,ART,ein,ein
1264,Test,_,NN,Test,Test
1265,.,_,$.,.,.
1266,Du,_,PPER,du,Du
1267,konntest,_,VMFIN,können,konntest
1268,ein,_,ART,ein,ein
1269,Spion,_,NN,Spion,Spion
1270,sein,_,VAINF,sein,sein
1271,.,_,$.,.,.
1272,Die,_,ART,der,Die
1273,Waffe,_,NN,Waffe,Waffe
1274,war,_,VAFIN,sein,war
1275,ungeladen,_,ADJD,ungeladen,ungeladen
1276,.,_,$.,.,.
1277,-,_,$(,-,-
1278,Kommen,_,VVIMP,kommen,Kommen
1279,Sie,_,PPER,Sie,Sie
1280,.,_,$.,.,.
1281,Seien,_,VAIMP,sein,Seien
1282,Sie,_,PPER,Sie,Sie
1283,außergewöhnlich,_,ADJD,außergewöhnlich,außergewöhnlich
1284,.,_,$.,.,.
1285,Oh,_,ITJ,oh,Oh
1286,",",_,"$,",",",","
1287,Sie,_,PPER,Sie,Sie
1288,...,_,$.,...,...
1289,Okay,_,ADV,okay,Okay
1290,.,_,$.,.,.
1291,Um,_,KOUI,um,Um
1292,die,_,ART,der,die
1293,Dinge,_,NN,Ding,Dinge
1294,zu,_,PTKZU,zu,zu
1295,ordnen,_,VVINF,ordnen,ordnen
1296,:,_,$.,:,:
1297,Das,_,ART,der,Das
1298,erste,_,ADJA,erster,erste
1299,Treffen,_,NN,Treffen,Treffen
1300,von,_,APPR,von,von
1301,Vertretern,_,NN,Vertreter,Vertretern
1302,der,_,ART,der,der
1303,menschlichen,_,ADJA,menschlich,menschlichen
1304,Spezies,_,NN,Spezies,Spezies
1305,und,_,KON,und,und
1306,Homo,_,FM,Homo,Homo
1307,Reptilia,_,FM,Reptilia,Reptilia
1308,wird,_,VAFIN,werden,wird
1309,jetzt,_,ADV,jetzt,jetzt
1310,abgehalten,_,VVPP,abhalten,abgehalten
1311,.,_,$.,.,.
1312,Das,_,PDS,der,Das
1313,habe,_,VAFIN,haben,habe
1314,ich,_,PPER,ich,ich
1315,noch,_,ADV,noch,noch
1316,nie,_,ADV,nie,nie
1317,gesagt,_,VVPP,sagen,gesagt
1318,",",_,"$,",",",","
1319,dass,_,PDS,der,dass
1320,ist,_,VAFIN,sein,ist
1321,toll,_,ADJD,toll,toll
1322,!,_,$.,!,!
1323,Machen,_,VVIMP,machen,Machen
1324,wir,_,PPER,wir,wir
1325,weiter,_,PTKVZ,weiter,weiter
1326,!,_,$.,!,!
1327,Nun,_,ADV,nun,Nun
1328,",",_,"$,",",",","
1329,Mo,_,NE,Mo,Mo
1330,",",_,"$,",",",","
1331,gehen,_,VVIMP,gehen,gehen
1332,wir,_,PPER,wir,wir
1333,Ihren,_,PPOSAT,Ihr,Ihren
1334,Sohn,_,NN,Sohn,Sohn
1335,holen,_,VVINF,holen,holen
1336,.,_,$.,.,.
1337,Ach,_,ITJ,ach,Ach
1338,",",_,"$,",",",","
1339,wissen,_,VVFIN,wissen,wissen
1340,Sie,_,PPER,Sie,Sie
1341,",",_,"$,",",",","
1342,Menschen,_,NN,Mensch,Menschen
1343,und,_,KON,und,und
1344,ihre,_,PPOSAT,ihr,ihre
1345,Vorgänger,_,NN,Vorgänger,Vorgänger
1346,unterhalten,_,VVFIN,unterhalten,unterhalten
1347,sich,_,PRF,sich,sich
1348,ganz,_,ADV,ganz,ganz
1349,gemütlich,_,ADJD,gemütlich,gemütlich
1350,.,_,$.,.,.
1351,Niemals,_,ADV,niemals,Niemals
1352,.,_,$.,.,.
1353,Wenn,_,KOUS,wenn,Wenn
1354,er,_,PPER,er,er
1355,lügt,_,VVFIN,lügen,lügt
1356,",",_,"$,",",",","
1357,haben,_,VAFIN,haben,haben
1358,Sie,_,PPER,Sie,Sie
1359,nichts,_,PIS,nichts,nichts
1360,zu,_,PTKZU,zu,zu
1361,befürchten,_,VVINF,befürchten,befürchten
1362,.,_,$.,.,.
1363,Kahless,_,NE,Kahless,Kahless
1364,ist,_,VAFIN,sein,ist
1365,seit,_,APPR,seit,seit
1366,1.000,_,CARD,1.000,1.000
1367,Jahren,_,NN,Jahr,Jahren
1368,tot,_,ADJD,tot,tot
1369,.,_,$.,.,.
1370,Aber,_,KON,aber,Aber
1371,sein,_,PPOSAT,sein,sein
1372,Geist,_,NN,Geist,Geist
1373,ist,_,VAFIN,sein,ist
1374,noch,_,ADV,noch,noch
1375,lebendig,_,ADJD,lebendig,lebendig
1376,.,_,$.,.,.
1377,Haben,_,VAFIN,haben,Haben
1378,Sie,_,PPER,Sie,Sie
1379,je,_,ADV,je,je
1380,einen,_,ART,ein,einen
1381,Geist,_,NN,Geist,Geist
1382,bekämpft,_,VVPP,bekämpfen,bekämpft
1383,?,_,$.,?,?
1384,Keine,_,PIAT,kein,Keine
1385,Waffe,_,NN,Waffe,Waffe
1386,kann,_,VMFIN,können,kann
1387,ihn,_,PPER,er,ihn
1388,vernichten,_,VVINF,vernichten,vernichten
1389,.,_,$.,.,.
1390,Der,_,ART,der,Der
1391,Geist,_,NN,Geist,Geist
1392,von,_,APPR,von,von
1393,Kahless,_,NE,Kahless,Kahless
1394,muss,_,VMFIN,müssen,muss
1395,aber,_,ADV,aber,aber
1396,sofort,_,ADV,sofort,sofort
1397,ausgemerzt,_,VVPP,ausmerzen,ausgemerzt
1398,werden,_,VAINF,werden,werden
1399,",",_,"$,",",",","
1400,oder,_,KON,oder,oder
1401,er,_,PPER,er,er
1402,wird,_,VAFIN,werden,wird
1403,sich,_,PRF,sich,sich
1404,wie,_,KOKOM,wie,wie
1405,eine,_,ART,ein,eine
1406,Welle,_,NN,Welle,Welle
1407,im,_,APPRART,in,im
1408,Reich,_,NN,Reich,Reich
1409,verbreiten,_,VVINF,verbreiten,verbreiten
1410,",",_,"$,",",",","
1411,und,_,KON,und,und
1412,bleiben,_,VVINF,bleiben,bleiben
1413,wird,_,VAFIN,werden,wird
1414,nichts,_,PIS,nichts,nichts
1415,als,_,KOKOM,als,als
1416,eine,_,ART,ein,eine
1417,öde,_,ADJA,öde,öde
1418,Wüste,_,NN,Wüste,Wüste
1419,.,_,$.,.,.
1420,Gowron,_,NE,Gowron,Gowron
1421,ist,_,VAFIN,sein,ist
1422,also,_,ADV,also,also
1423,an,_,APPR,an,an
1424,Bord,_,NN,Bord,Bord
1425,gekommen,_,VVPP,kommen,gekommen
1426,",",_,"$,",",",","
1427,um,_,KOUI,um,um
1428,Ihren,_,PPOSAT,Ihr,Ihren
1429,Anspruch,_,NN,Anspruch,Anspruch
1430,zu,_,PTKZU,zu,zu
1431,prüfen,_,VVINF,prüfen,prüfen
1432,.,_,$.,.,.
1433,Gowron,_,NE,Gowron,Gowron
1434,weiß,_,VVFIN,wissen,weiß
1435,",",_,"$,",",",","
1436,seine,_,PPOSAT,sein,seine
1437,Tage,_,NN,Tag,Tage
1438,sind,_,VAFIN,sein,sind
1439,gezählt,_,VVPP,zählen,gezählt
1440,.,_,$.,.,.
1441,Also,_,ADV,also,Also
1442,kommt,_,VVFIN,kommen,kommt
1443,er,_,PPER,er,er
1444,mit,_,APPR,mit,mit
1445,einem,_,ART,ein,einem
1446,läppischen,_,ADJA,läppisch,läppischen
1447,Test,_,NN,Test,Test
1448,daher,_,PAV,daher,daher
1449,.,_,$.,.,.
1450,Das,_,PDS,der,Das
1451,hat,_,VAFIN,haben,hat
1452,was,_,PIS,was,was
1453,.,_,$.,.,.
1454,Aber,_,ADV,aber,Aber
1455,denk,_,VVIMP,denken,denk
1456,dran,_,PAV,dran,dran
1457,du,_,PPER,du,du
1458,bist,_,VAFIN,sein,bist
1459,nicht,_,PTKNEG,nicht,nicht
1460,wirklich,_,ADV,wirklich,wirklich
1461,sauer,_,ADJD,sauer,sauer
1462,wegen,_,APPR,wegen,wegen
1463,der,_,ART,der,der
1464,schnurrbarthaare,_,NN,Schnurrbarthaar,schnurrbarthaare
1465,.,_,$.,.,.
1466,Du,_,PPER,du,Du
1467,bist,_,VAFIN,sein,bist
1468,sauer,_,ADJD,sauer,sauer
1469,weil,_,KOUS,weil,weil
1470,ich,_,PPER,ich,ich
1471,dir,_,PPER,du,dir
1472,nicht,_,PTKNEG,nicht,nicht
1473,zuhöre,_,VVFIN,zuhören,zuhöre
1474,",",_,"$,",",",","
1475,deine,_,PPOSAT,dein,deine
1476,Freunde,_,NN,Freund,Freunde
1477,nicht,_,PTKNEG,nicht,nicht
1478,mag,_,VMFIN,mögen,mag
1479,und,_,KON,und,und
1480,über,_,APPR,über,über
1481,deine,_,PPOSAT,dein,deine
1482,Mutter,_,NN,Mutter,Mutter
1483,läster,_,VVFIN,lästern,läster
1484,.,_,$.,.,.
